Código región,Región,Código provincia,Provincia,Codigo comuna,Comuna,País o continente de nacimiento,Inmigrantes internacionales
3,Atacama,32,Chañaral,3202,Diego de Almagro,Colombia,300
3,Atacama,32,Chañaral,3202,Diego de Almagro,Haití,*
3,Atacama,32,Chañaral,3202,Diego de Almagro,Perú,56
3,Atacama,32,Chañaral,3202,Diego de Almagro,Venezuela (República Bolivariana de),154
3,Atacama,32,Chañaral,3202,Diego de Almagro,Otros países de América del Sur,*
3,Atacama,32,Chañaral,3202,Diego de Almagro,Otros países de América Central y El Caribe,69
3,Atacama,32,Chañaral,3202,Diego de Almagro,América del Norte,0
3,Atacama,32,Chañaral,3202,Diego de Almagro,Europa,*
3,Atacama,32,Chañaral,3202,Diego de Almagro,Asia,0
3,Atacama,32,Chañaral,3202,Diego de Almagro,África,0
3,Atacama,32,Chañaral,3202,Diego de Almagro,Oceanía,*
3,Atacama,32,Chañaral,3202,Diego de Almagro,País de nacimiento no declarado,1
3,Atacama,33,Huasco,3301,Vallenar,Total nacidos fuera del país,2.336
3,Atacama,33,Huasco,3301,Vallenar,Argentina,61
3,Atacama,33,Huasco,3301,Vallenar,Bolivia (Estado Plurinacional de),318
3,Atacama,33,Huasco,3301,Vallenar,Colombia,681
3,Atacama,33,Huasco,3301,Vallenar,Haití,*
3,Atacama,33,Huasco,3301,Vallenar,Perú,127
3,Atacama,33,Huasco,3301,Vallenar,Venezuela (República Bolivariana de),926
3,Atacama,33,Huasco,3301,Vallenar,Otros países de América del Sur,72
3,Atacama,33,Huasco,3301,Vallenar,Otros países de América Central y El Caribe,*
3,Atacama,33,Huasco,3301,Vallenar,América del Norte,*
3,Atacama,33,Huasco,3301,Vallenar,Europa,*
3,Atacama,33,Huasco,3301,Vallenar,Asia,*
3,Atacama,33,Huasco,3301,Vallenar,África,*
3,Atacama,33,Huasco,3301,Vallenar,Oceanía,*
3,Atacama,33,Huasco,3301,Vallenar,País de nacimiento no declarado,6
3,Atacama,33,Huasco,3302,Alto del Carmen,Total nacidos fuera del país,86
3,Atacama,33,Huasco,3302,Alto del Carmen,Argentina,*
3,Atacama,33,Huasco,3302,Alto del Carmen,Bolivia (Estado Plurinacional de),*
3,Atacama,33,Huasco,3302,Alto del Carmen,Colombia,*
3,Atacama,33,Huasco,3302,Alto del Carmen,Haití,0
3,Atacama,33,Huasco,3302,Alto del Carmen,Perú,*
3,Atacama,33,Huasco,3302,Alto del Carmen,Venezuela (República Bolivariana de),*
3,Atacama,33,Huasco,3302,Alto del Carmen,Otros países de América del Sur,*
3,Atacama,33,Huasco,3302,Alto del Carmen,Otros países de América Central y El Caribe,*
3,Atacama,33,Huasco,3302,Alto del Carmen,América del Norte,*
3,Atacama,33,Huasco,3302,Alto del Carmen,Europa,*
3,Atacama,33,Huasco,3302,Alto del Carmen,Asia,0
3,Atacama,33,Huasco,3302,Alto del Carmen,África,0
3,Atacama,33,Huasco,3302,Alto del Carmen,Oceanía,0
3,Atacama,33,Huasco,3302,Alto del Carmen,País de nacimiento no declarado,0
3,Atacama,33,Huasco,3303,Freirina,Total nacidos fuera del país,92
3,Atacama,33,Huasco,3303,Freirina,Argentina,*
3,Atacama,33,Huasco,3303,Freirina,Bolivia (Estado Plurinacional de),*
3,Atacama,33,Huasco,3303,Freirina,Colombia,*
3,Atacama,33,Huasco,3303,Freirina,Haití,0
3,Atacama,33,Huasco,3303,Freirina,Perú,*
3,Atacama,33,Huasco,3303,Freirina,Venezuela (República Bolivariana de),*
3,Atacama,33,Huasco,3303,Freirina,Otros países de América del Sur,*
3,Atacama,33,Huasco,3303,Freirina,Otros países de América Central y El Caribe,*
3,Atacama,33,Huasco,3303,Freirina,América del Norte,0
3,Atacama,33,Huasco,3303,Freirina,Europa,*
3,Atacama,33,Huasco,3303,Freirina,Asia,*
3,Atacama,33,Huasco,3303,Freirina,África,0
3,Atacama,33,Huasco,3303,Freirina,Oceanía,0
3,Atacama,33,Huasco,3303,Freirina,País de nacimiento no declarado,0
3,Atacama,33,Huasco,3304,Huasco,Total nacidos fuera del país,452
3,Atacama,33,Huasco,3304,Huasco,Argentina,*
3,Atacama,33,Huasco,3304,Huasco,Bolivia (Estado Plurinacional de),83
3,Atacama,33,Huasco,3304,Huasco,Colombia,146
3,Atacama,33,Huasco,3304,Huasco,Haití,*
3,Atacama,33,Huasco,3304,Huasco,Perú,*
3,Atacama,33,Huasco,3304,Huasco,Venezuela (República Bolivariana de),119
3,Atacama,33,Huasco,3304,Huasco,Otros países de América del Sur,*
3,Atacama,33,Huasco,3304,Huasco,Otros países de América Central y El Caribe,*
3,Atacama,33,Huasco,3304,Huasco,América del Norte,0
3,Atacama,33,Huasco,3304,Huasco,Europa,*
3,Atacama,33,Huasco,3304,Huasco,Asia,*
3,Atacama,33,Huasco,3304,Huasco,África,0
3,Atacama,33,Huasco,3304,Huasco,Oceanía,0
3,Atacama,33,Huasco,3304,Huasco,País de nacimiento no declarado,0
4,Coquimbo,41,Elqui,4101,La Serena,Total nacidos fuera del país,15.544
4,Coquimbo,41,Elqui,4101,La Serena,Argentina,889
4,Coquimbo,41,Elqui,4101,La Serena,Bolivia (Estado Plurinacional de),833
4,Coquimbo,41,Elqui,4101,La Serena,Colombia,2.790
4,Coquimbo,41,Elqui,4101,La Serena,Haití,399
4,Coquimbo,41,Elqui,4101,La Serena,Perú,904
4,Coquimbo,41,Elqui,4101,La Serena,Venezuela (República Bolivariana de),7.816
4,Coquimbo,41,Elqui,4101,La Serena,Otros países de América del Sur,674
4,Coquimbo,41,Elqui,4101,La Serena,Otros países de América Central y El Caribe,383
4,Coquimbo,41,Elqui,4101,La Serena,América del Norte,126
4,Coquimbo,41,Elqui,4101,La Serena,Europa,492
4,Coquimbo,41,Elqui,4101,La Serena,Asia,191
4,Coquimbo,41,Elqui,4101,La Serena,África,*
4,Coquimbo,41,Elqui,4101,La Serena,Oceanía,*
4,Coquimbo,41,Elqui,4101,La Serena,País de nacimiento no declarado,12
4,Coquimbo,41,Elqui,4102,Coquimbo,Total nacidos fuera del país,16.971
4,Coquimbo,41,Elqui,4102,Coquimbo,Argentina,932
4,Coquimbo,41,Elqui,4102,Coquimbo,Bolivia (Estado Plurinacional de),1.318
4,Coquimbo,41,Elqui,4102,Coquimbo,Colombia,2.982
4,Coquimbo,41,Elqui,4102,Coquimbo,Haití,1.099
4,Coquimbo,41,Elqui,4102,Coquimbo,Perú,1.017
4,Coquimbo,41,Elqui,4102,Coquimbo,Venezuela (República Bolivariana de),7.662
4,Coquimbo,41,Elqui,4102,Coquimbo,Otros países de América del Sur,1.028
4,Coquimbo,41,Elqui,4102,Coquimbo,Otros países de América Central y El Caribe,414
4,Coquimbo,41,Elqui,4102,Coquimbo,América del Norte,77
4,Coquimbo,41,Elqui,4102,Coquimbo,Europa,304
4,Coquimbo,41,Elqui,4102,Coquimbo,Asia,114
4,Coquimbo,41,Elqui,4102,Coquimbo,África,*
4,Coquimbo,41,Elqui,4102,Coquimbo,Oceanía,*
4,Coquimbo,41,Elqui,4102,Coquimbo,País de nacimiento no declarado,9
4,Coquimbo,41,Elqui,4103,Andacollo,Total nacidos fuera del país,135
4,Coquimbo,41,Elqui,4103,Andacollo,Argentina,*
4,Coquimbo,41,Elqui,4103,Andacollo,Bolivia (Estado Plurinacional de),*
4,Coquimbo,41,Elqui,4103,Andacollo,Colombia,*
4,Coquimbo,41,Elqui,4103,Andacollo,Haití,0
4,Coquimbo,41,Elqui,4103,Andacollo,Perú,*
4,Coquimbo,41,Elqui,4103,Andacollo,Venezuela (República Bolivariana de),*
4,Coquimbo,41,Elqui,4103,Andacollo,Otros países de América del Sur,*
4,Coquimbo,41,Elqui,4103,Andacollo,Otros países de América Central y El Caribe,*
4,Coquimbo,41,Elqui,4103,Andacollo,América del Norte,*
4,Coquimbo,41,Elqui,4103,Andacollo,Europa,*
4,Coquimbo,41,Elqui,4103,Andacollo,Asia,*
4,Coquimbo,41,Elqui,4103,Andacollo,África,0
4,Coquimbo,41,Elqui,4103,Andacollo,Oceanía,0
4,Coquimbo,41,Elqui,4103,Andacollo,País de nacimiento no declarado,0
4,Coquimbo,41,Elqui,4104,La Higuera,Total nacidos fuera del país,110
4,Coquimbo,41,Elqui,4104,La Higuera,Argentina,*
4,Coquimbo,41,Elqui,4104,La Higuera,Bolivia (Estado Plurinacional de),*
4,Coquimbo,41,Elqui,4104,La Higuera,Colombia,*
4,Coquimbo,41,Elqui,4104,La Higuera,Haití,*
4,Coquimbo,41,Elqui,4104,La Higuera,Perú,*
4,Coquimbo,41,Elqui,4104,La Higuera,Venezuela (República Bolivariana de),*
4,Coquimbo,41,Elqui,4104,La Higuera,Otros países de América del Sur,*
4,Coquimbo,41,Elqui,4104,La Higuera,Otros países de América Central y El Caribe,*
4,Coquimbo,41,Elqui,4104,La Higuera,América del Norte,*
4,Coquimbo,41,Elqui,4104,La Higuera,Europa,*
4,Coquimbo,41,Elqui,4104,La Higuera,Asia,0
4,Coquimbo,41,Elqui,4104,La Higuera,África,0
4,Coquimbo,41,Elqui,4104,La Higuera,Oceanía,*
4,Coquimbo,41,Elqui,4104,La Higuera,País de nacimiento no declarado,0
4,Coquimbo,41,Elqui,4105,Paiguano,Total nacidos fuera del país,122
4,Coquimbo,41,Elqui,4105,Paiguano,Argentina,*
4,Coquimbo,41,Elqui,4105,Paiguano,Bolivia (Estado Plurinacional de),*
4,Coquimbo,41,Elqui,4105,Paiguano,Colombia,*
4,Coquimbo,41,Elqui,4105,Paiguano,Haití,*
4,Coquimbo,41,Elqui,4105,Paiguano,Perú,*
4,Coquimbo,41,Elqui,4105,Paiguano,Venezuela (República Bolivariana de),*
4,Coquimbo,41,Elqui,4105,Paiguano,Otros países de América del Sur,*
4,Coquimbo,41,Elqui,4105,Paiguano,Otros países de América Central y El Caribe,*
4,Coquimbo,41,Elqui,4105,Paiguano,América del Norte,*
4,Coquimbo,41,Elqui,4105,Paiguano,Europa,*
4,Coquimbo,41,Elqui,4105,Paiguano,Asia,0
4,Coquimbo,41,Elqui,4105,Paiguano,África,0
4,Coquimbo,41,Elqui,4105,Paiguano,Oceanía,0
4,Coquimbo,41,Elqui,4105,Paiguano,País de nacimiento no declarado,0
4,Coquimbo,41,Elqui,4106,Vicuña,Total nacidos fuera del país,1.239
4,Coquimbo,41,Elqui,4106,Vicuña,Argentina,51
4,Coquimbo,41,Elqui,4106,Vicuña,Bolivia (Estado Plurinacional de),448
4,Coquimbo,41,Elqui,4106,Vicuña,Colombia,72
4,Coquimbo,41,Elqui,4106,Vicuña,Haití,68
4,Coquimbo,41,Elqui,4106,Vicuña,Perú,61
4,Coquimbo,41,Elqui,4106,Vicuña,Venezuela (República Bolivariana de),405
4,Coquimbo,41,Elqui,4106,Vicuña,Otros países de América del Sur,64
4,Coquimbo,41,Elqui,4106,Vicuña,Otros países de América Central y El Caribe,*
4,Coquimbo,41,Elqui,4106,Vicuña,América del Norte,*
4,Coquimbo,41,Elqui,4106,Vicuña,Europa,*
4,Coquimbo,41,Elqui,4106,Vicuña,Asia,*
4,Coquimbo,41,Elqui,4106,Vicuña,África,*
4,Coquimbo,41,Elqui,4106,Vicuña,Oceanía,*
4,Coquimbo,41,Elqui,4106,Vicuña,País de nacimiento no declarado,0
4,Coquimbo,42,Choapa,4201,Illapel,Total nacidos fuera del país,988
4,Coquimbo,42,Choapa,4201,Illapel,Argentina,55
4,Coquimbo,42,Choapa,4201,Illapel,Bolivia (Estado Plurinacional de),66
4,Coquimbo,42,Choapa,4201,Illapel,Colombia,70
4,Coquimbo,42,Choapa,4201,Illapel,Haití,*
4,Coquimbo,42,Choapa,4201,Illapel,Perú,123
4,Coquimbo,42,Choapa,4201,Illapel,Venezuela (República Bolivariana de),533
4,Coquimbo,42,Choapa,4201,Illapel,Otros países de América del Sur,59
4,Coquimbo,42,Choapa,4201,Illapel,Otros países de América Central y El Caribe,*
4,Coquimbo,42,Choapa,4201,Illapel,América del Norte,*
4,Coquimbo,42,Choapa,4201,Illapel,Europa,*
4,Coquimbo,42,Choapa,4201,Illapel,Asia,*
4,Coquimbo,42,Choapa,4201,Illapel,África,*
4,Coquimbo,42,Choapa,4201,Illapel,Oceanía,*
4,Coquimbo,42,Choapa,4201,Illapel,País de nacimiento no declarado,0
4,Coquimbo,42,Choapa,4202,Canela,Total nacidos fuera del país,88
4,Coquimbo,42,Choapa,4202,Canela,Argentina,*
4,Coquimbo,42,Choapa,4202,Canela,Bolivia (Estado Plurinacional de),*
4,Coquimbo,42,Choapa,4202,Canela,Colombia,*
4,Coquimbo,42,Choapa,4202,Canela,Haití,0
4,Coquimbo,42,Choapa,4202,Canela,Perú,*
4,Coquimbo,42,Choapa,4202,Canela,Venezuela (República Bolivariana de),*
4,Coquimbo,42,Choapa,4202,Canela,Otros países de América del Sur,*
4,Coquimbo,42,Choapa,4202,Canela,Otros países de América Central y El Caribe,*
4,Coquimbo,42,Choapa,4202,Canela,América del Norte,0
4,Coquimbo,42,Choapa,4202,Canela,Europa,*
4,Coquimbo,42,Choapa,4202,Canela,Asia,*
4,Coquimbo,42,Choapa,4202,Canela,África,0
4,Coquimbo,42,Choapa,4202,Canela,Oceanía,0
4,Coquimbo,42,Choapa,4202,Canela,País de nacimiento no declarado,0
4,Coquimbo,42,Choapa,4203,Los Vilos,Total nacidos fuera del país,1.382
4,Coquimbo,42,Choapa,4203,Los Vilos,Argentina,62
4,Coquimbo,42,Choapa,4203,Los Vilos,Bolivia (Estado Plurinacional de),*
4,Coquimbo,42,Choapa,4203,Los Vilos,Colombia,213
4,Coquimbo,42,Choapa,4203,Los Vilos,Haití,*
4,Coquimbo,42,Choapa,4203,Los Vilos,Perú,52
4,Coquimbo,42,Choapa,4203,Los Vilos,Venezuela (República Bolivariana de),853
4,Coquimbo,42,Choapa,4203,Los Vilos,Otros países de América del Sur,*
4,Coquimbo,42,Choapa,4203,Los Vilos,Otros países de América Central y El Caribe,*
4,Coquimbo,42,Choapa,4203,Los Vilos,América del Norte,0
4,Coquimbo,42,Choapa,4203,Los Vilos,Europa,*
4,Coquimbo,42,Choapa,4203,Los Vilos,Asia,*
4,Coquimbo,42,Choapa,4203,Los Vilos,África,*
4,Coquimbo,42,Choapa,4203,Los Vilos,Oceanía,*
4,Coquimbo,42,Choapa,4203,Los Vilos,País de nacimiento no declarado,0
4,Coquimbo,42,Choapa,4204,Salamanca,Total nacidos fuera del país,1.271
4,Coquimbo,42,Choapa,4204,Salamanca,Argentina,*
4,Coquimbo,42,Choapa,4204,Salamanca,Bolivia (Estado Plurinacional de),84
4,Coquimbo,42,Choapa,4204,Salamanca,Colombia,141
4,Coquimbo,42,Choapa,4204,Salamanca,Haití,*
4,Coquimbo,42,Choapa,4204,Salamanca,Perú,242
4,Coquimbo,42,Choapa,4204,Salamanca,Venezuela (República Bolivariana de),504
4,Coquimbo,42,Choapa,4204,Salamanca,Otros países de América del Sur,123
4,Coquimbo,42,Choapa,4204,Salamanca,Otros países de América Central y El Caribe,55
4,Coquimbo,42,Choapa,4204,Salamanca,América del Norte,*
4,Coquimbo,42,Choapa,4204,Salamanca,Europa,*
4,Coquimbo,42,Choapa,4204,Salamanca,Asia,*
4,Coquimbo,42,Choapa,4204,Salamanca,África,*
4,Coquimbo,42,Choapa,4204,Salamanca,Oceanía,0
4,Coquimbo,42,Choapa,4204,Salamanca,País de nacimiento no declarado,0
4,Coquimbo,43,Limarí,4301,Ovalle,Total nacidos fuera del país,5.834
4,Coquimbo,43,Limarí,4301,Ovalle,Argentina,164
4,Coquimbo,43,Limarí,4301,Ovalle,Bolivia (Estado Plurinacional de),1.325
4,Coquimbo,43,Limarí,4301,Ovalle,Colombia,934
4,Coquimbo,43,Limarí,4301,Ovalle,Haití,349
4,Coquimbo,43,Limarí,4301,Ovalle,Perú,459
4,Coquimbo,43,Limarí,4301,Ovalle,Venezuela (República Bolivariana de),2.120
4,Coquimbo,43,Limarí,4301,Ovalle,Otros países de América del Sur,250
4,Coquimbo,43,Limarí,4301,Ovalle,Otros países de América Central y El Caribe,90
4,Coquimbo,43,Limarí,4301,Ovalle,América del Norte,*
4,Coquimbo,43,Limarí,4301,Ovalle,Europa,*
4,Coquimbo,43,Limarí,4301,Ovalle,Asia,68
4,Coquimbo,43,Limarí,4301,Ovalle,África,*
4,Coquimbo,43,Limarí,4301,Ovalle,Oceanía,0
4,Coquimbo,43,Limarí,4301,Ovalle,País de nacimiento no declarado,8
4,Coquimbo,43,Limarí,4302,Combarbalá,Total nacidos fuera del país,168
4,Coquimbo,43,Limarí,4302,Combarbalá,Argentina,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Bolivia (Estado Plurinacional de),*
4,Coquimbo,43,Limarí,4302,Combarbalá,Colombia,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Haití,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Perú,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Venezuela (República Bolivariana de),76
4,Coquimbo,43,Limarí,4302,Combarbalá,Otros países de América del Sur,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Otros países de América Central y El Caribe,*
4,Coquimbo,43,Limarí,4302,Combarbalá,América del Norte,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Europa,*
4,Coquimbo,43,Limarí,4302,Combarbalá,Asia,0
4,Coquimbo,43,Limarí,4302,Combarbalá,África,0
4,Coquimbo,43,Limarí,4302,Combarbalá,Oceanía,*
4,Coquimbo,43,Limarí,4302,Combarbalá,País de nacimiento no declarado,0
4,Coquimbo,43,Limarí,4303,Monte Patria,Total nacidos fuera del país,452
4,Coquimbo,43,Limarí,4303,Monte Patria,Argentina,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Bolivia (Estado Plurinacional de),198
4,Coquimbo,43,Limarí,4303,Monte Patria,Colombia,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Haití,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Perú,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Venezuela (República Bolivariana de),*
4,Coquimbo,43,Limarí,4303,Monte Patria,Otros países de América del Sur,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Otros países de América Central y El Caribe,*
4,Coquimbo,43,Limarí,4303,Monte Patria,América del Norte,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Europa,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Asia,*
4,Coquimbo,43,Limarí,4303,Monte Patria,África,*
4,Coquimbo,43,Limarí,4303,Monte Patria,Oceanía,0
4,Coquimbo,43,Limarí,4303,Monte Patria,País de nacimiento no declarado,0
4,Coquimbo,43,Limarí,4304,Punitaqui,Total nacidos fuera del país,236
4,Coquimbo,43,Limarí,4304,Punitaqui,Argentina,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Bolivia (Estado Plurinacional de),108
4,Coquimbo,43,Limarí,4304,Punitaqui,Colombia,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Haití,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Perú,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Venezuela (República Bolivariana de),*
4,Coquimbo,43,Limarí,4304,Punitaqui,Otros países de América del Sur,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Otros países de América Central y El Caribe,*
4,Coquimbo,43,Limarí,4304,Punitaqui,América del Norte,0
4,Coquimbo,43,Limarí,4304,Punitaqui,Europa,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Asia,0
4,Coquimbo,43,Limarí,4304,Punitaqui,África,*
4,Coquimbo,43,Limarí,4304,Punitaqui,Oceanía,0
4,Coquimbo,43,Limarí,4304,Punitaqui,País de nacimiento no declarado,0
4,Coquimbo,43,Limarí,4305,Río Hurtado,Total nacidos fuera del país,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Argentina,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Bolivia (Estado Plurinacional de),*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Colombia,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Haití,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Perú,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Venezuela (República Bolivariana de),*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Otros países de América del Sur,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Otros países de América Central y El Caribe,0
4,Coquimbo,43,Limarí,4305,Río Hurtado,América del Norte,0
4,Coquimbo,43,Limarí,4305,Río Hurtado,Europa,*
4,Coquimbo,43,Limarí,4305,Río Hurtado,Asia,0
4,Coquimbo,43,Limarí,4305,Río Hurtado,África,0
4,Coquimbo,43,Limarí,4305,Río Hurtado,Oceanía,0
4,Coquimbo,43,Limarí,4305,Río Hurtado,País de nacimiento no declarado,0
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Total nacidos fuera del país,13.223
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Argentina,1.174
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Bolivia (Estado Plurinacional de),260
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Colombia,1.336
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Haití,489
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Perú,761
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Venezuela (República Bolivariana de),6.951
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Otros países de América del Sur,652
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Otros países de América Central y El Caribe,417
5,Valparaíso,51,Valparaíso,5101,Valparaíso,América del Norte,196
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Europa,793
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Asia,127
5,Valparaíso,51,Valparaíso,5101,Valparaíso,África,*
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Oceanía,*
5,Valparaíso,51,Valparaíso,5101,Valparaíso,País de nacimiento no declarado,13
5,Valparaíso,51,Valparaíso,5102,Casablanca,Total nacidos fuera del país,2.250
5,Valparaíso,51,Valparaíso,5102,Casablanca,Argentina,83
5,Valparaíso,51,Valparaíso,5102,Casablanca,Bolivia (Estado Plurinacional de),*
5,Valparaíso,51,Valparaíso,5102,Casablanca,Colombia,126
5,Valparaíso,51,Valparaíso,5102,Casablanca,Haití,149
5,Valparaíso,51,Valparaíso,5102,Casablanca,Perú,84
5,Valparaíso,51,Valparaíso,5102,Casablanca,Venezuela (República Bolivariana de),1.567
5,Valparaíso,51,Valparaíso,5102,Casablanca,Otros países de América del Sur,74
5,Valparaíso,51,Valparaíso,5102,Casablanca,Otros países de América Central y El Caribe,*
5,Valparaíso,51,Valparaíso,5102,Casablanca,América del Norte,*
5,Valparaíso,51,Valparaíso,5102,Casablanca,Europa,55
5,Valparaíso,51,Valparaíso,5102,Casablanca,Asia,*
5,Valparaíso,51,Valparaíso,5102,Casablanca,África,*
5,Valparaíso,51,Valparaíso,5102,Casablanca,Oceanía,*
5,Valparaíso,51,Valparaíso,5102,Casablanca,País de nacimiento no declarado,2
5,Valparaíso,51,Valparaíso,5103,Concón,Total nacidos fuera del país,4.065
5,Valparaíso,51,Valparaíso,5103,Concón,Argentina,369
5,Valparaíso,51,Valparaíso,5103,Concón,Bolivia (Estado Plurinacional de),*
